crop,planting_date,days_since_planting,growth_stage,season,county,soil_type,temperature,rainfall_mm,pest_pressure,disease_occurrence,next_practice,days_until_practice,priority
kale,2025-08-11,78,mature,short_rains,Eldoret,peaty,20.0,195.9,medium,medium,pest_control,0,high
kale,2025-08-18,71,mature,dry_season,Machakos,chalky,19.3,4.0,low,low,harvesting,0,high
potatoes,2025-08-18,71,fruiting,short_rains,Meru,chalky,20.4,70.7,medium,none,pest_control,0,high
kale,2025-08-24,65,mature,dry_season,Machakos,chalky,23.7,9.2,medium,medium,pest_control,0,high
wheat,2025-10-15,13,seedling,long_rains,Kisumu,silty,23.5,104.2,high,low,pest_control,0,high
beans,2025-09-02,56,flowering,long_rains,Nairobi,loamy,19.6,179.6,low,low,weeding,0,high
maize,2025-06-28,122,mature,short_rains,Kiambu,sandy,21.6,76.0,none,medium,disease_management,0,high
cabbage,2025-07-21,99,mature,short_rains,Kiambu,silty,13.7,171.3,none,high,disease_management,0,high
wheat,2025-06-09,141,mature,long_rains,Kiambu,sandy,15.6,154.7,none,medium,disease_management,0,high
maize,2025-07-27,93,fruiting,long_rains,Nairobi,chalky,24.6,69.1,low,high,disease_management,0,high
potatoes,2025-08-20,69,flowering,short_rains,Nakuru,silty,16.8,190.4,high,low,pest_control,0,high
wheat,2025-06-05,145,mature,long_rains,Nakuru,peaty,19.4,51.5,none,medium,disease_management,0,high
beans,2025-07-14,106,mature,short_rains,Nakuru,peaty,25.6,52.1,high,low,pest_control,0,high
wheat,2025-09-24,34,vegetative,long_rains,Kiambu,loamy,22.1,182.3,low,high,disease_management,0,high
wheat,2025-06-28,122,fruiting,long_rains,Kiambu,chalky,17.8,101.7,medium,low,pest_control,0,high
beans,2025-10-26,2,seedling,long_rains,Machakos,peaty,26.2,105.5,medium,medium,pest_control,0,high
beans,2025-10-23,5,seedling,long_rains,Nairobi,loamy,23.6,74.3,low,low,irrigation,0,high
beans,2025-07-10,110,mature,long_rains,Kiambu,peaty,23.8,114.1,low,low,harvesting,0,high
potatoes,2025-08-15,74,fruiting,short_rains,Eldoret,silty,13.3,62.3,none,high,disease_management,0,high
maize,2025-07-13,107,fruiting,short_rains,Machakos,chalky,29.2,88.1,high,high,pest_control,0,high
wheat,2025-10-24,4,seedling,long_rains,Nakuru,loamy,15.1,73.7,none,low,irrigation,0,high
kale,2025-08-24,65,mature,dry_season,Nakuru,peaty,15.6,30.1,none,low,harvesting,0,high
cabbage,2025-10-10,18,vegetative,short_rains,Kiambu,peaty,15.9,67.0,high,high,pest_control,0,high
cabbage,2025-10-12,16,vegetative,short_rains,Nakuru,clay,21.8,67.9,none,none,irrigation,0,high
tomatoes,2025-10-10,18,vegetative,long_rains,Nairobi,peaty,20.0,193.1,none,low,pest_control,3,medium
tomatoes,2025-09-10,48,flowering,long_rains,Kisumu,chalky,21.5,193.4,high,low,pest_control,0,high
tomatoes,2025-09-21,37,vegetative,long_rains,Machakos,sandy,21.0,132.2,high,medium,pest_control,0,high
maize,2025-07-06,114,mature,short_rains,Kiambu,peaty,20.6,120.8,high,low,pest_control,0,high
kale,2025-08-16,73,mature,long_rains,Nakuru,silty,18.7,58.1,medium,medium,pest_control,0,high
tomatoes,2025-08-25,64,fruiting,long_rains,Meru,chalky,19.1,73.8,none,low,pest_control,0,high
cabbage,2025-10-24,4,seedling,short_rains,Meru,chalky,14.8,120.1,low,medium,disease_management,0,high
maize,2025-10-06,22,seedling,long_rains,Kiambu,loamy,27.4,130.2,high,high,pest_control,0,high
potatoes,2025-10-04,24,vegetative,short_rains,Kisumu,sandy,13.9,69.7,high,high,pest_control,0,high
tomatoes,2025-07-23,97,mature,long_rains,Kisumu,sandy,22.3,129.4,medium,low,pest_control,0,high
potatoes,2025-08-17,72,fruiting,short_rains,Machakos,chalky,15.0,139.3,high,high,pest_control,0,high
beans,2025-07-08,112,mature,long_rains,Eldoret,sandy,17.4,140.7,medium,none,pest_control,0,high
maize,2025-07-17,103,fruiting,long_rains,Kisumu,silty,26.8,81.6,high,high,pest_control,0,high
tomatoes,2025-10-12,16,vegetative,long_rains,Meru,sandy,23.0,88.5,none,high,disease_management,0,high
wheat,2025-05-29,152,mature,long_rains,Machakos,chalky,22.5,197.2,medium,none,pest_control,0,high
wheat,2025-06-12,138,mature,long_rains,Meru,silty,21.3,193.5,medium,low,pest_control,0,high
tomatoes,2025-08-04,85,mature,long_rains,Nakuru,sandy,20.7,64.9,medium,high,pest_control,0,high
maize,2025-07-23,97,fruiting,long_rains,Kisumu,clay,30.0,53.2,medium,low,pest_control,0,high
potatoes,2025-09-05,53,flowering,short_rains,Machakos,chalky,20.0,60.5,high,medium,pest_control,0,high
tomatoes,2025-07-28,92,mature,long_rains,Eldoret,peaty,21.9,175.0,low,none,harvesting,0,high
cabbage,2025-10-16,12,seedling,short_rains,Meru,peaty,14.3,147.1,low,high,disease_management,0,high
tomatoes,2025-08-02,87,mature,long_rains,Kisumu,peaty,20.3,164.5,none,low,harvesting,0,high
wheat,2025-08-17,72,flowering,long_rains,Nakuru,chalky,22.7,82.9,high,high,pest_control,0,high
tomatoes,2025-08-01,88,mature,long_rains,Machakos,silty,28.5,91.3,high,none,pest_control,0,high
tomatoes,2025-10-24,4,seedling,long_rains,Nairobi,chalky,23.4,122.5,high,none,pest_control,0,high
maize,2025-08-10,79,flowering,long_rains,Nairobi,chalky,20.5,196.3,low,high,disease_management,0,high
maize,2025-06-14,136,mature,short_rains,Nakuru,sandy,29.3,124.3,none,medium,disease_management,0,high
cabbage,2025-09-30,28,vegetative,short_rains,Machakos,loamy,21.7,138.1,medium,none,pest_control,0,high
cabbage,2025-07-25,95,mature,short_rains,Nakuru,silty,17.4,74.8,none,high,disease_management,0,high
beans,2025-10-22,6,seedling,long_rains,Kiambu,peaty,19.1,91.9,medium,low,pest_control,0,high
wheat,2025-08-15,74,flowering,long_rains,Eldoret,silty,18.2,56.9,none,none,irrigation,5,medium
beans,2025-08-23,66,fruiting,long_rains,Nairobi,clay,26.3,98.9,high,medium,pest_control,0,high
potatoes,2025-10-19,9,seedling,short_rains,Kiambu,loamy,15.1,108.2,none,medium,disease_management,0,high
potatoes,2025-10-01,27,vegetative,short_rains,Machakos,sandy,14.2,106.6,medium,low,pest_control,0,high
kale,2025-08-06,83,mature,long_rains,Meru,peaty,15.6,78.9,none,none,harvesting,0,high
cabbage,2025-09-28,30,vegetative,short_rains,Nakuru,chalky,17.4,101.8,none,none,irrigation,0,high
beans,2025-09-21,37,vegetative,short_rains,Nakuru,sandy,25.7,60.3,low,medium,disease_management,0,high
potatoes,2025-08-02,87,fruiting,short_rains,Kiambu,silty,19.9,195.0,none,high,disease_management,0,high
wheat,2025-10-06,22,seedling,long_rains,Eldoret,peaty,23.0,124.5,high,medium,pest_control,0,high
potatoes,2025-07-15,105,mature,short_rains,Eldoret,sandy,22.2,190.1,low,medium,disease_management,0,high
kale,2025-09-27,31,flowering,short_rains,Kiambu,silty,21.8,93.5,none,high,disease_management,0,high
tomatoes,2025-08-23,66,fruiting,long_rains,Nakuru,clay,20.9,53.2,none,high,disease_management,0,high
tomatoes,2025-10-01,27,vegetative,long_rains,Kiambu,sandy,20.2,99.9,low,high,disease_management,0,high
cabbage,2025-09-15,43,flowering,short_rains,Machakos,loamy,20.6,124.6,medium,medium,pest_control,0,high
kale,2025-08-20,69,mature,dry_season,Kisumu,sandy,15.9,39.6,medium,none,pest_control,0,high
cabbage,2025-07-21,99,mature,short_rains,Machakos,loamy,19.2,60.4,none,high,disease_management,0,high
potatoes,2025-06-25,125,mature,short_rains,Nakuru,silty,21.1,78.9,low,high,disease_management,0,high
maize,2025-10-11,17,seedling,short_rains,Nakuru,silty,23.1,192.9,none,none,irrigation,0,high
wheat,2025-07-04,116,fruiting,long_rains,Kiambu,silty,16.4,60.2,none,medium,disease_management,0,high
potatoes,2025-10-21,7,seedling,short_rains,Nairobi,silty,22.0,83.6,medium,medium,pest_control,0,high
cabbage,2025-09-22,36,flowering,short_rains,Machakos,loamy,16.3,81.0,medium,low,pest_control,0,high
maize,2025-10-11,17,seedling,long_rains,Kiambu,peaty,21.8,172.3,none,low,irrigation,0,high
kale,2025-09-01,57,mature,dry_season,Kiambu,clay,15.1,41.9,low,none,harvesting,3,high
cabbage,2025-07-27,93,mature,short_rains,Meru,chalky,21.3,170.5,low,medium,disease_management,0,high
cabbage,2025-10-22,6,seedling,short_rains,Kisumu,peaty,16.8,160.1,low,none,irrigation,0,high
potatoes,2025-07-28,92,fruiting,short_rains,Eldoret,loamy,16.6,96.5,low,low,fertilizer_application,3,medium
maize,2025-06-30,120,mature,long_rains,Eldoret,clay,30.0,65.5,low,none,harvesting,0,high
potatoes,2025-09-28,30,vegetative,short_rains,Kiambu,silty,22.2,83.3,low,low,irrigation,0,high
beans,2025-09-23,35,vegetative,long_rains,Kisumu,clay,22.2,104.2,low,none,weeding,0,high
beans,2025-07-01,119,mature,long_rains,Nairobi,sandy,19.0,136.6,low,medium,disease_management,0,high
tomatoes,2025-10-10,18,vegetative,long_rains,Nakuru,clay,24.6,164.6,high,high,pest_control,0,high
potatoes,2025-10-13,15,seedling,short_rains,Eldoret,silty,21.7,70.4,none,low,irrigation,0,high
potatoes,2025-08-18,71,fruiting,short_rains,Kisumu,clay,18.4,183.9,low,high,disease_management,0,high
potatoes,2025-06-24,126,mature,short_rains,Kisumu,loamy,14.8,71.1,medium,none,pest_control,0,high
tomatoes,2025-10-20,8,seedling,long_rains,Nairobi,clay,21.6,146.3,medium,high,pest_control,0,high
cabbage,2025-10-26,2,seedling,short_rains,Nairobi,silty,19.7,98.6,medium,none,pest_control,0,high
wheat,2025-07-30,90,flowering,long_rains,Nairobi,chalky,19.6,109.4,medium,none,pest_control,0,high
wheat,2025-07-27,93,fruiting,long_rains,Kisumu,silty,19.2,166.5,high,high,pest_control,0,high
wheat,2025-06-20,130,mature,long_rains,Eldoret,clay,21.9,199.9,low,high,disease_management,0,high
wheat,2025-07-07,113,fruiting,long_rains,Nairobi,clay,23.7,73.4,medium,high,pest_control,0,high
beans,2025-08-16,73,fruiting,long_rains,Meru,peaty,24.9,102.3,high,low,pest_control,0,high
kale,2025-09-29,29,vegetative,short_rains,Nairobi,loamy,19.2,93.1,low,medium,disease_management,0,high
kale,2025-10-12,16,vegetative,dry_season,Machakos,peaty,21.4,48.7,high,high,pest_control,0,high
kale,2025-10-02,26,vegetative,short_rains,Nakuru,loamy,15.5,138.2,low,high,disease_management,0,high
tomatoes,2025-09-17,41,flowering,long_rains,Kisumu,loamy,25.3,128.7,none,medium,disease_management,0,high
potatoes,2025-09-15,43,vegetative,short_rains,Nairobi,chalky,16.5,83.4,low,high,disease_management,0,high
potatoes,2025-08-13,76,fruiting,short_rains,Meru,peaty,17.3,96.4,none,medium,disease_management,0,high
cabbage,2025-10-17,11,seedling,short_rains,Meru,clay,16.5,132.7,none,high,disease_management,0,high
kale,2025-10-26,2,seedling,dry_season,Kiambu,loamy,21.9,42.4,low,medium,disease_management,0,high
potatoes,2025-09-06,52,flowering,short_rains,Kiambu,silty,16.5,71.8,low,low,weeding,4,low
kale,2025-08-07,82,mature,dry_season,Kisumu,chalky,24.3,3.2,high,low,pest_control,0,high
beans,2025-09-26,32,vegetative,short_rains,Nakuru,chalky,24.9,173.3,low,low,fertilizer_application,0,high
kale,2025-10-21,7,seedling,long_rains,Kiambu,sandy,16.2,152.2,high,high,pest_control,0,high
wheat,2025-08-28,61,vegetative,long_rains,Kisumu,clay,16.5,165.2,medium,high,pest_control,0,high
cabbage,2025-09-15,43,flowering,short_rains,Machakos,clay,18.3,154.8,high,high,pest_control,0,high
maize,2025-07-17,103,fruiting,short_rains,Meru,sandy,28.1,177.4,medium,high,pest_control,0,high
beans,2025-07-29,91,mature,short_rains,Kisumu,loamy,26.0,65.0,none,medium,disease_management,0,high
kale,2025-09-27,31,flowering,dry_season,Kisumu,chalky,19.3,19.1,medium,high,pest_control,0,high
kale,2025-10-04,24,vegetative,dry_season,Meru,loamy,20.2,47.3,none,none,irrigation,0,high
wheat,2025-08-26,63,vegetative,long_rains,Nakuru,sandy,24.7,67.7,low,medium,disease_management,0,high
maize,2025-10-23,5,seedling,long_rains,Nairobi,sandy,21.4,181.8,medium,low,pest_control,0,high
potatoes,2025-06-26,124,mature,short_rains,Nakuru,peaty,16.1,73.0,none,low,harvesting,0,high
maize,2025-07-26,94,fruiting,short_rains,Eldoret,peaty,22.8,55.7,low,none,fertilizer_application,6,medium
tomatoes,2025-07-25,95,mature,long_rains,Nakuru,peaty,23.9,125.2,low,low,harvesting,0,high
maize,2025-07-28,92,fruiting,short_rains,Machakos,peaty,22.6,53.1,none,high,disease_management,0,high
cabbage,2025-10-10,18,vegetative,short_rains,Kisumu,chalky,19.0,164.2,low,none,pest_control,3,medium
potatoes,2025-10-06,22,vegetative,short_rains,Nakuru,chalky,19.0,148.4,high,high,pest_control,0,high
potatoes,2025-08-12,77,fruiting,short_rains,Nairobi,loamy,20.2,120.9,high,low,pest_control,0,high
potatoes,2025-07-11,109,mature,short_rains,Kiambu,chalky,17.4,168.7,none,medium,disease_management,0,high
maize,2025-06-13,137,mature,long_rains,Nakuru,clay,25.9,162.6,none,low,harvesting,0,high
cabbage,2025-07-22,98,mature,short_rains,Kiambu,sandy,19.6,154.0,medium,medium,pest_control,0,high
beans,2025-08-29,60,flowering,short_rains,Nairobi,chalky,26.4,176.2,none,high,disease_management,0,high
potatoes,2025-09-20,38,vegetative,short_rains,Nairobi,peaty,17.2,168.9,medium,medium,pest_control,0,high
kale,2025-09-01,57,mature,short_rains,Kisumu,chalky,18.8,71.9,none,medium,disease_management,0,high
cabbage,2025-10-16,12,seedling,short_rains,Meru,sandy,20.0,158.2,low,high,disease_management,0,high
tomatoes,2025-08-11,78,mature,long_rains,Kisumu,peaty,28.8,93.0,low,none,harvesting,0,high
cabbage,2025-08-08,81,mature,short_rains,Nakuru,clay,18.9,160.2,low,medium,disease_management,0,high
cabbage,2025-09-27,31,vegetative,short_rains,Machakos,loamy,21.8,73.8,low,medium,disease_management,0,high
cabbage,2025-10-01,27,vegetative,short_rains,Kisumu,peaty,21.2,190.4,none,medium,disease_management,0,high
beans,2025-10-24,4,seedling,long_rains,Kiambu,peaty,20.9,190.4,none,low,irrigation,0,high
potatoes,2025-08-29,60,flowering,short_rains,Nairobi,peaty,18.2,75.5,medium,none,pest_control,0,high
wheat,2025-06-26,124,mature,long_rains,Machakos,chalky,15.3,125.1,medium,medium,pest_control,0,high
beans,2025-09-19,39,vegetative,long_rains,Meru,silty,20.8,152.9,low,high,disease_management,0,high
beans,2025-10-11,17,seedling,long_rains,Kiambu,sandy,20.8,186.8,none,low,irrigation,0,high
tomatoes,2025-10-07,21,vegetative,long_rains,Eldoret,loamy,25.5,120.1,low,high,disease_management,0,high
wheat,2025-10-04,24,seedling,long_rains,Kiambu,clay,23.3,141.8,none,none,irrigation,0,high
wheat,2025-05-27,154,mature,long_rains,Eldoret,clay,15.4,128.3,none,high,disease_management,0,high
cabbage,2025-10-14,14,vegetative,short_rains,Machakos,chalky,14.7,107.7,medium,medium,pest_control,0,high
potatoes,2025-08-24,65,flowering,short_rains,Meru,chalky,19.6,171.7,high,none,pest_control,0,high
kale,2025-09-23,35,flowering,long_rains,Machakos,silty,20.7,119.3,low,high,disease_management,0,high
potatoes,2025-09-25,33,vegetative,short_rains,Meru,clay,14.8,80.7,medium,low,pest_control,0,high
potatoes,2025-08-10,79,fruiting,short_rains,Machakos,loamy,21.2,61.4,none,low,weeding,3,medium
kale,2025-08-29,60,mature,short_rains,Meru,loamy,22.9,110.2,medium,low,pest_control,0,high
maize,2025-09-25,33,vegetative,long_rains,Machakos,silty,28.3,107.6,none,high,disease_management,0,high
beans,2025-06-30,120,mature,long_rains,Kiambu,clay,17.5,69.8,none,low,harvesting,0,high
wheat,2025-10-20,8,seedling,long_rains,Eldoret,chalky,22.7,69.2,medium,high,pest_control,0,high
beans,2025-10-10,18,vegetative,short_rains,Kiambu,clay,26.3,153.4,high,none,pest_control,0,high
tomatoes,2025-08-12,77,mature,long_rains,Nairobi,peaty,27.8,147.7,none,medium,disease_management,0,high
maize,2025-07-30,90,fruiting,long_rains,Kiambu,peaty,20.8,199.7,none,medium,disease_management,0,high
wheat,2025-10-07,21,seedling,long_rains,Eldoret,peaty,21.3,143.2,medium,low,pest_control,0,high
wheat,2025-06-12,138,mature,long_rains,Nairobi,silty,19.0,125.9,none,none,harvesting,0,high
cabbage,2025-10-23,5,seedling,short_rains,Nairobi,peaty,15.5,92.5,medium,low,pest_control,0,high
kale,2025-09-12,46,fruiting,dry_season,Nakuru,chalky,15.5,20.2,none,medium,disease_management,0,high
cabbage,2025-07-20,100,mature,short_rains,Kisumu,clay,15.6,104.9,low,high,disease_management,0,high
maize,2025-08-28,61,flowering,short_rains,Nakuru,sandy,26.3,148.5,low,low,fertilizer_application,0,high
potatoes,2025-10-20,8,seedling,short_rains,Eldoret,loamy,21.1,118.8,low,low,irrigation,0,high
maize,2025-09-13,45,vegetative,long_rains,Eldoret,loamy,22.7,66.5,none,none,pest_control,0,high
beans,2025-10-16,12,seedling,short_rains,Nakuru,loamy,19.3,162.7,low,low,irrigation,0,high
cabbage,2025-10-14,14,vegetative,short_rains,Machakos,clay,20.4,52.6,none,medium,disease_management,0,high
beans,2025-10-22,6,seedling,short_rains,Nakuru,silty,26.8,57.8,none,none,irrigation,0,high
tomatoes,2025-09-19,39,flowering,long_rains,Eldoret,clay,28.0,82.7,none,none,pest_control,3,medium
kale,2025-10-26,2,seedling,dry_season,Meru,loamy,18.6,13.5,none,none,planting,0,high
cabbage,2025-08-09,80,mature,short_rains,Nairobi,sandy,16.3,139.8,none,low,harvesting,0,high
tomatoes,2025-09-05,53,fruiting,long_rains,Nakuru,clay,26.6,153.4,none,none,weeding,3,medium
potatoes,2025-09-02,56,flowering,short_rains,Nairobi,peaty,20.9,194.9,low,high,disease_management,0,high
kale,2025-10-06,22,vegetative,short_rains,Meru,loamy,21.7,137.9,medium,medium,pest_control,0,high
kale,2025-09-08,50,fruiting,long_rains,Meru,loamy,23.0,119.0,low,high,disease_management,0,high
maize,2025-06-15,135,mature,short_rains,Kiambu,loamy,24.8,140.9,none,medium,disease_management,0,high
kale,2025-08-22,67,mature,long_rains,Kiambu,loamy,24.6,184.2,medium,medium,pest_control,0,high
cabbage,2025-08-17,72,mature,short_rains,Kiambu,silty,15.5,186.1,low,medium,disease_management,0,high
wheat,2025-09-23,35,vegetative,long_rains,Meru,clay,16.7,50.0,high,low,pest_control,0,high
maize,2025-08-14,75,flowering,long_rains,Kisumu,chalky,27.0,97.8,none,none,weeding,2,medium
kale,2025-07-31,89,mature,dry_season,Meru,sandy,21.9,27.0,none,medium,disease_management,0,high
potatoes,2025-09-27,31,vegetative,short_rains,Kiambu,clay,21.7,52.3,medium,none,pest_control,0,high
tomatoes,2025-09-03,55,fruiting,long_rains,Nakuru,silty,19.8,79.9,high,low,pest_control,0,high
cabbage,2025-08-23,66,fruiting,short_rains,Nairobi,peaty,16.6,86.2,none,none,pest_control,0,high
tomatoes,2025-08-22,67,fruiting,long_rains,Machakos,silty,28.9,107.6,medium,low,pest_control,0,high
maize,2025-08-16,73,flowering,long_rains,Nakuru,peaty,22.7,153.8,none,medium,disease_management,0,high
maize,2025-07-16,104,fruiting,short_rains,Eldoret,clay,25.8,118.6,low,high,disease_management,0,high
cabbage,2025-09-22,36,flowering,short_rains,Nairobi,clay,18.0,148.6,none,low,weeding,0,high
potatoes,2025-10-15,13,seedling,short_rains,Nairobi,sandy,14.5,134.9,none,medium,disease_management,0,high
beans,2025-09-19,39,vegetative,short_rains,Kisumu,clay,17.3,114.2,low,medium,disease_management,0,high
potatoes,2025-09-01,57,flowering,short_rains,Kisumu,sandy,19.5,178.9,high,high,pest_control,0,high
kale,2025-09-06,52,fruiting,dry_season,Kiambu,loamy,20.8,41.6,none,high,disease_management,0,high
beans,2025-08-18,71,fruiting,long_rains,Nakuru,chalky,21.5,108.0,medium,low,pest_control,0,high
tomatoes,2025-10-26,2,seedling,long_rains,Nairobi,peaty,21.3,175.8,medium,low,pest_control,0,high
wheat,2025-06-16,134,mature,long_rains,Meru,sandy,17.2,199.8,high,low,pest_control,0,high
potatoes,2025-08-20,69,flowering,short_rains,Kiambu,silty,15.0,164.9,none,low,irrigation,1,medium
cabbage,2025-09-27,31,vegetative,short_rains,Nairobi,peaty,16.0,179.4,medium,low,pest_control,0,high
beans,2025-10-05,23,vegetative,short_rains,Meru,chalky,23.3,187.5,medium,none,pest_control,0,high
beans,2025-10-13,15,seedling,long_rains,Machakos,loamy,18.7,55.8,low,none,irrigation,0,high
cabbage,2025-08-18,71,mature,short_rains,Kiambu,chalky,15.6,190.8,high,medium,pest_control,0,high
potatoes,2025-07-13,107,mature,short_rains,Kiambu,peaty,18.1,187.5,low,medium,disease_management,0,high
wheat,2025-07-18,102,fruiting,long_rains,Nakuru,silty,21.0,58.3,none,high,disease_management,0,high
maize,2025-08-27,62,flowering,long_rains,Kisumu,chalky,25.1,100.4,medium,none,pest_control,0,high
beans,2025-08-18,71,fruiting,long_rains,Nairobi,peaty,22.3,174.7,low,low,fertilizer_application,2,medium
maize,2025-10-16,12,seedling,short_rains,Kisumu,peaty,28.3,65.6,medium,high,pest_control,0,high
beans,2025-10-28,0,seedling,short_rains,Nakuru,clay,22.9,127.1,high,none,pest_control,0,high
beans,2025-09-27,31,vegetative,short_rains,Nairobi,peaty,20.5,133.7,high,none,pest_control,0,high
kale,2025-09-01,57,mature,dry_season,Nakuru,clay,19.6,12.0,high,medium,pest_control,0,high
cabbage,2025-10-03,25,vegetative,short_rains,Eldoret,loamy,16.0,81.3,medium,high,pest_control,0,high
wheat,2025-07-02,118,fruiting,long_rains,Kisumu,silty,17.0,168.5,none,none,soil_testing,2,medium
potatoes,2025-09-27,31,vegetative,short_rains,Kisumu,silty,22.2,82.2,medium,medium,pest_control,0,high
maize,2025-07-16,104,fruiting,long_rains,Kiambu,loamy,22.4,57.3,none,low,fertilizer_application,1,medium
cabbage,2025-09-15,43,flowering,short_rains,Eldoret,clay,21.4,85.2,medium,high,pest_control,0,high
kale,2025-10-02,26,vegetative,long_rains,Meru,peaty,21.9,89.8,none,low,disease_management,2,medium
kale,2025-10-03,25,vegetative,short_rains,Machakos,silty,16.4,181.3,high,low,pest_control,0,high
beans,2025-09-03,55,flowering,long_rains,Eldoret,chalky,21.1,169.0,none,none,weeding,1,medium
wheat,2025-07-30,90,flowering,long_rains,Machakos,silty,21.6,51.8,low,none,weeding,1,medium
potatoes,2025-08-31,58,flowering,short_rains,Nairobi,chalky,20.8,155.5,medium,low,pest_control,0,high
tomatoes,2025-08-25,64,fruiting,long_rains,Machakos,loamy,22.7,184.6,none,none,pest_control,0,high
potatoes,2025-08-13,76,fruiting,short_rains,Eldoret,silty,22.1,193.9,high,medium,pest_control,0,high
potatoes,2025-07-22,98,mature,short_rains,Kisumu,loamy,14.6,132.7,low,high,disease_management,0,high
tomatoes,2025-09-16,42,flowering,long_rains,Meru,sandy,20.2,80.7,none,none,pest_control,0,high
cabbage,2025-07-24,96,mature,short_rains,Machakos,chalky,19.1,154.7,medium,high,pest_control,0,high
cabbage,2025-10-10,18,vegetative,short_rains,Nakuru,loamy,20.3,182.3,none,high,disease_management,0,high
beans,2025-08-03,86,mature,long_rains,Nakuru,loamy,22.5,139.0,none,high,disease_management,0,high
potatoes,2025-07-26,94,fruiting,short_rains,Kisumu,chalky,22.8,146.8,medium,none,pest_control,0,high
kale,2025-08-03,86,mature,short_rains,Meru,loamy,15.9,160.1,medium,high,pest_control,0,high
wheat,2025-09-29,29,vegetative,long_rains,Kiambu,loamy,19.2,139.9,none,low,irrigation,0,high
potatoes,2025-06-24,126,mature,short_rains,Kisumu,peaty,20.4,62.4,low,high,disease_management,0,high
maize,2025-07-19,101,fruiting,short_rains,Eldoret,silty,20.7,134.8,medium,none,pest_control,0,high
potatoes,2025-07-13,107,mature,short_rains,Nairobi,chalky,14.4,100.5,medium,low,pest_control,0,high
beans,2025-10-02,26,vegetative,long_rains,Kiambu,clay,23.0,140.1,medium,high,pest_control,0,high
wheat,2025-08-22,67,flowering,long_rains,Nairobi,chalky,15.3,70.1,high,high,pest_control,0,high
cabbage,2025-08-18,71,mature,short_rains,Machakos,loamy,15.3,90.2,low,low,harvesting,0,high
tomatoes,2025-10-25,3,seedling,long_rains,Nakuru,silty,25.4,85.5,high,medium,pest_control,0,high
kale,2025-09-20,38,flowering,short_rains,Machakos,chalky,15.6,122.6,none,high,disease_management,0,high
beans,2025-07-25,95,mature,short_rains,Machakos,peaty,21.4,90.4,low,high,disease_management,0,high
beans,2025-07-24,96,mature,short_rains,Nakuru,loamy,17.8,177.7,low,low,harvesting,0,high
beans,2025-10-12,16,seedling,long_rains,Kiambu,peaty,20.1,111.4,medium,low,pest_control,0,high
kale,2025-08-22,67,mature,dry_season,Nakuru,peaty,15.9,25.5,high,none,pest_control,0,high
kale,2025-09-27,31,flowering,dry_season,Nakuru,loamy,23.6,23.0,none,high,disease_management,0,high
kale,2025-10-08,20,vegetative,short_rains,Nakuru,chalky,19.6,110.5,low,high,disease_management,0,high
kale,2025-09-07,51,fruiting,long_rains,Machakos,sandy,24.0,163.5,high,medium,pest_control,0,high
wheat,2025-08-29,60,vegetative,long_rains,Nairobi,silty,22.7,114.7,low,medium,disease_management,0,high
kale,2025-08-07,82,mature,long_rains,Kiambu,silty,21.4,172.9,medium,high,pest_control,0,high
kale,2025-10-11,17,vegetative,long_rains,Nairobi,clay,21.1,197.2,low,medium,disease_management,0,high
kale,2025-08-08,81,mature,short_rains,Nairobi,sandy,22.6,71.0,medium,medium,pest_control,0,high
beans,2025-07-12,108,mature,short_rains,Kiambu,chalky,24.5,61.0,medium,low,pest_control,0,high
tomatoes,2025-07-22,98,mature,long_rains,Nakuru,sandy,27.5,98.6,low,low,harvesting,0,high
kale,2025-08-16,73,mature,long_rains,Kiambu,loamy,16.6,195.0,medium,high,pest_control,0,high
maize,2025-06-17,133,mature,long_rains,Kisumu,silty,22.1,179.8,low,high,disease_management,0,high
potatoes,2025-08-30,59,flowering,short_rains,Nairobi,chalky,22.7,138.4,medium,high,pest_control,0,high
potatoes,2025-07-27,93,fruiting,short_rains,Meru,clay,16.0,161.8,low,medium,disease_management,0,high
wheat,2025-08-22,67,flowering,long_rains,Kiambu,silty,21.5,82.0,medium,low,pest_control,0,high
kale,2025-08-21,68,mature,short_rains,Meru,sandy,17.7,146.3,low,high,disease_management,0,high
beans,2025-10-06,22,vegetative,long_rains,Meru,clay,19.1,194.2,low,medium,disease_management,0,high
wheat,2025-07-24,96,fruiting,long_rains,Eldoret,peaty,15.5,123.5,high,none,pest_control,0,high
wheat,2025-06-11,139,mature,long_rains,Nairobi,clay,23.8,81.8,medium,low,pest_control,0,high
tomatoes,2025-08-20,69,fruiting,long_rains,Kisumu,peaty,26.1,87.4,high,low,pest_control,0,high
tomatoes,2025-10-20,8,seedling,long_rains,Kiambu,loamy,22.9,67.0,low,none,irrigation,0,high
cabbage,2025-08-10,79,mature,short_rains,Kiambu,chalky,17.4,139.5,high,high,pest_control,0,high
maize,2025-07-23,97,fruiting,long_rains,Machakos,clay,29.8,111.3,low,medium,disease_management,0,high
tomatoes,2025-09-04,54,fruiting,long_rains,Nairobi,sandy,20.1,156.8,none,none,weeding,2,medium
wheat,2025-10-21,7,seedling,long_rains,Nairobi,loamy,16.2,167.8,high,none,pest_control,0,high
wheat,2025-08-27,62,vegetative,long_rains,Machakos,peaty,23.6,50.9,medium,high,pest_control,0,high
potatoes,2025-10-03,25,vegetative,short_rains,Meru,loamy,18.1,102.6,none,high,disease_management,0,high
